trial,image1,image2,image3,image4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,Cross.started,Cross.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,Topleft.started,Topleft.stopped,Topright.started,Topright.stopped,Bottomleft.started,Bottomleft.stopped,Bottomright.started,Bottomright.stopped,Fixation_cross.started,Fixation_cross.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,images\Alcohol 5.jpg,images\Alcohol 8.jpg,images\Astronaut 1.jpg,images\Baby 1.jpg,0,0,0,0,8.699903300002916,None,9.733534500002861,10.78755199999432,10.78109809999296,11.78314459999092,11.726685100002214,12.726200499993865,12.726200499993865,13.726403499997105,13.726403499997105,None,15.681973999991897,19.686709300003713,15.681973999991897,19.686709300003713,15.681973999991897,19.686709300003713,15.681973999991897,19.686709300003713,14.683585699996911,15.693585100001656,a,5.363348600003519,15.681973999991897,None,,,,001,2020_Nov_12_1955,new_STLI,2020.2.4,143.87909553914508,
2,images\Baby 2.jpg,images\Baby 3.jpg,images\Baby 4.jpg,images\Baby 5.jpg,0,1,1,1,,,21.07693599999766,22.08098830000381,22.066808699994,23.06655010000395,23.06655010000395,24.066667599996435,24.066667599996435,25.066649799991865,25.066649799991865,None,27.060885999992024,31.06957870000042,27.060885999992024,31.06957870000042,27.060885999992024,31.06957870000042,27.060885999992024,31.06957870000042,26.06343999999808,27.072145700003603,z,9.00533820000419,27.060885999992024,None,,,,001,2020_Nov_12_1955,new_STLI,2020.2.4,143.87909553914508,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.082440799989854,None,,,,,,,
