block_one.thisRepN,block_one.thisTrialN,block_one.thisN,block_one.thisIndex,imageone,imagetwo,imagethree,imagefour,frequency,imageTL,imageBL,imageTR,imageBR,correct_answer,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,8.79147749999538,None,,,,,,,
