imageone,imagetwo,imagethree,imagefour,imagefive,imagesix,imageseven,imageeight,imagenine,imageten,imageeleven,imagetwelve,imagethirteen,imagefourteen,imagefifteen,imagesixteen,frequency,imageTL,imageBL,imageTR,imageBR,correct_answer,stimulus_type,condition_code,block_one.thisRepN,block_one.thisTrialN,block_one.thisN,block_one.thisIndex,fone_control_b1.thisRepN,fone_control_b1.thisTrialN,fone_control_b1.thisN,fone_control_b1.thisIndex,ftwo_control_b1.thisRepN,ftwo_control_b1.thisTrialN,ftwo_control_b1.thisN,ftwo_control_b1.thisIndex,fthree_control_b1.thisRepN,fthree_control_b1.thisTrialN,fthree_control_b1.thisN,fthree_control_b1.thisIndex,ffour_control_b1.thisRepN,ffour_control_b1.thisTrialN,ffour_control_b1.thisN,ffour_control_b1.thisIndex,text.started,text.stopped,Crossm.started,Crossm.stopped,Presentation_image_f3_1.started,Presentation_image_f3_1.stopped,Presentation_image_f3_2.started,Presentation_image_f3_2.stopped,Presentation_image_f3_3.started,Presentation_image_f3_3.stopped,Presentation_image_f3_4.started,Presentation_image_f3_4.stopped,Presentation_image_f3_5.started,Presentation_image_f3_5.stopped,Presentation_image_f3_6.started,Presentation_image_f3_6.stopped,Presentation_image_f3_7.started,Presentation_image_f3_7.stopped,Presentation_image_f3_8.started,Presentation_image_f3_8.stopped,Presentation_image_f3_9.started,Presentation_image_f3_9.stopped,Presentation_image_f3_10.started,Presentation_image_f3_10.stopped,Presentation_image_f3_11.started,Presentation_image_f3_11.stopped,Presentation_image_f3_12.started,Presentation_image_f3_12.stopped,participant,session,date,expName,psychopyVersion,frameRate,
LZ_natural\LZ_natural_163.jpg,LZ_natural\LZ_natural_106.jpg,LZ_natural\LZ_natural_128.jpg,LZ_natural\LZ_natural_88.jpg,LZ_natural\LZ_natural_208.jpg,LZ_natural\LZ_natural_227.jpg,LZ_natural\LZ_natural_39.jpg,LZ_natural\LZ_natural_112.jpg,LZ_natural\LZ_natural_30.jpg,LZ_natural\LZ_natural_194.jpg,LZ_natural\LZ_natural_204.jpg,LZ_natural\LZ_natural_11.jpg,     ,     ,     ,     ,3,LZ_natural\LZ_natural_194.jpg,LZ_natural\LZ_natural_56.jpg,LZ_natural\LZ_natural_50.jpg,LZ_natural\LZ_natural_28.jpg,    a,1,13,0,0,0,0,,,,,,,,,0,0,0,0,,,,,20.57742290000897,None,21.18459239997901,None,22.315750400011893,22.61657880002167,22.631013199978042,22.92943080002442,22.98497970000608,23.291587100015022,23.284233500016853,23.590021800016984,23.630759300023783,23.929403199988883,23.985217500012368,24.291443799971603,24.284020200022496,24.58353539998643,24.6310590999783,24.92914830002701,24.98489329998847,25.291592099994887,25.28400679997867,25.589854800025932,25.630864100006875,25.928687000006903,25.984961199981626,None,,001,2020_Dec_06_1857,new_STLI_updated,2020.2.9,144.02249054900747,
