Topleft.started,Topleft.stopped,Topright.started,Topright.stopped,Bottomleft.started,Bottomleft.stopped,Bottomright.started,Bottomright.stopped,Fixation_cross.started,Fixation_cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
15.50459719999344,None,15.50459719999344,None,15.50459719999344,None,15.50459719999344,None,14.505951099999947,15.511387399979867,,,,,,,
