imageone,imagetwo,imagethree,imagefour,imagefive,imagesix,imageseven,imageeight,imagenine,imageten,imageeleven,imagetwelve,imagethirteen,imagefourteen,imagefifteen,imagesixteen,frequency,imageTL,imageBL,imageTR,imageBR,correct_answer,stimulus_type,condition_code,block_one.thisRepN,block_one.thisTrialN,block_one.thisN,block_one.thisIndex,fone_control_b1.thisRepN,fone_control_b1.thisTrialN,fone_control_b1.thisN,fone_control_b1.thisIndex,ftwo_control_b1.thisRepN,ftwo_control_b1.thisTrialN,ftwo_control_b1.thisN,ftwo_control_b1.thisIndex,fthree_control_b1.thisRepN,fthree_control_b1.thisTrialN,fthree_control_b1.thisN,fthree_control_b1.thisIndex,text.started,text.stopped,Crossm.started,Crossm.stopped,Fixation_cross.started,Fixation_cross.stopped,Topleft.started,Topleft.stopped,Topright.started,Topright.stopped,Bottomleft.started,Bottomleft.stopped,Bottomright.started,Bottomright.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
LZ_scrambled\LZ_scrambled_231.jpg,LZ_scrambled\LZ_scrambled_155.jpg,LZ_scrambled\LZ_scrambled_152.jpg,LZ_scrambled\LZ_scrambled_50.jpg,LZ_scrambled\LZ_scrambled_76.jpg,LZ_scrambled\LZ_scrambled_94.jpg,LZ_scrambled\LZ_scrambled_217.jpg,LZ_scrambled\LZ_scrambled_153.jpg,     ,     ,     ,     ,     ,     ,     ,     ,    2,LZ_scrambled\LZ_scrambled_231.jpg,LZ_scrambled\LZ_scrambled_123.jpg,LZ_scrambled\LZ_scrambled_193.jpg,LZ_scrambled\LZ_scrambled_93.jpg,    a,    2,   22,0,0,0,0,,,,,,,,,,,,,14.427018100017449,None,14.75230220000958,None,15.841331900010118,16.88466400001198,16.87356180002098,20.878059300011955,16.87356180002098,20.878059300011955,16.87356180002098,20.878059300011955,16.87356180002098,20.878059300011955,z,0,5.367744900024263,1.039350579987513,None,,001,2020_Dec_02_1605,new_STLI_updated_removed4hz,2020.2.9,143.36938118635533,
LZ_noise\LZ_noise_111.jpg,LZ_noise\LZ_noise_97.jpg,LZ_noise\LZ_noise_4.jpg,LZ_noise\LZ_noise_233.jpg,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,    1,LZ_noise\LZ_noise_155.jpg,LZ_noise\LZ_noise_84.jpg,LZ_noise\LZ_noise_97.jpg,LZ_noise\LZ_noise_38.jpg,    k,    3,   31,0,1,1,1,,,,,,,,,,,,,,,22.25733069999842,None,23.32182380001177,24.32835020002676,24.317313800012926,None,24.317313800012926,None,24.317313800012926,None,24.317313800012926,None,z,0,1.0490020999859553,1.0067322999821045,None,,001,2020_Dec_02_1605,new_STLI_updated_removed4hz,2020.2.9,143.36938118635533,
LZ_natural\LZ_natural_7.jpg,LZ_natural\LZ_natural_181.jpg,LZ_natural\LZ_natural_128.jpg,LZ_natural\LZ_natural_32.jpg,LZ_natural\LZ_natural_179.jpg,LZ_natural\LZ_natural_190.jpg,LZ_natural\LZ_natural_77.jpg,LZ_natural\LZ_natural_130.jpg,LZ_natural\LZ_natural_173.jpg,LZ_natural\LZ_natural_148.jpg,LZ_natural\LZ_natural_194.jpg,LZ_natural\LZ_natural_136.jpg,     ,     ,     ,     ,    3,LZ_natural\LZ_natural_160.jpg,LZ_natural\LZ_natural_1.jpg,LZ_natural\LZ_natural_32.jpg,LZ_natural\LZ_natural_154.jpg,    k,    1,   13,0,2,2,2,,,,,,,,,,,,,,,25.377242200018372,None,26.41718360001687,27.42596140000387,27.414626700017834,None,27.414626700017834,None,27.414626700017834,None,27.414626700017834,None,z,0,0.9291180000000168,1.0082655700098258,None,,001,2020_Dec_02_1605,new_STLI_updated_removed4hz,2020.2.9,143.36938118635533,
LZ_natural\LZ_natural_165.jpg,LZ_natural\LZ_natural_234.jpg,LZ_natural\LZ_natural_13.jpg,LZ_natural\LZ_natural_104.jpg,LZ_natural\LZ_natural_41.jpg,LZ_natural\LZ_natural_217.jpg,LZ_natural\LZ_natural_216.jpg,LZ_natural\LZ_natural_132.jpg,     ,     ,     ,     ,     ,     ,     ,     ,    2,LZ_natural\LZ_natural_165.jpg,LZ_natural\LZ_natural_118.jpg,LZ_natural\LZ_natural_116.jpg,LZ_natural\LZ_natural_122.jpg,    a,    1,   12,0,3,3,3,,,,,,,,,,,,,,,28.35373490001075,None,29.398317100014538,30.403357400005916,30.393516200012527,None,30.393516200012527,None,30.393516200012527,None,30.393516200012527,None,z,0,3.5484288999869023,1.0058587700186763,None,,001,2020_Dec_02_1605,new_STLI_updated_removed4hz,2020.2.9,143.36938118635533,
LZ_natural\LZ_natural_79.jpg,LZ_natural\LZ_natural_101.jpg,LZ_natural\LZ_natural_163.jpg,LZ_natural\LZ_natural_174.jpg,LZ_natural\LZ_natural_12.jpg,LZ_natural\LZ_natural_223.jpg,LZ_natural\LZ_natural_97.jpg,LZ_natural\LZ_natural_91.jpg,LZ_natural\LZ_natural_3.jpg,LZ_natural\LZ_natural_209.jpg,LZ_natural\LZ_natural_37.jpg,LZ_natural\LZ_natural_88.jpg,     ,     ,     ,     ,    3,LZ_natural\LZ_natural_129.jpg,LZ_natural\LZ_natural_75.jpg,LZ_natural\LZ_natural_62.jpg,LZ_natural\LZ_natural_101.jpg,    m,    1,   13,0,4,4,4,,,,,,,,,,,,,,,33.952349300001515,None,35.00136730002123,36.007245600019814,35.99773630002164,None,35.99773630002164,None,35.99773630002164,None,35.99773630002164,None,z,0,2.0948700000008103,1.0076361799729057,None,,001,2020_Dec_02_1605,new_STLI_updated_removed4hz,2020.2.9,143.36938118635533,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.10356139999931,None,,,,,,,,,,,,,,,,,,,,,,
