Topleft.started,Topleft.stopped,Topright.started,Topright.stopped,Bottomleft.started,Bottomleft.stopped,Bottomright.started,Bottomright.stopped,Fixation_cross.started,Fixation_cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
15.74307769999723,None,15.74307769999723,None,15.74307769999723,None,15.74307769999723,None,14.751019899995299,15.749962100002449,,,,,,,
