Topleft.started,Topleft.stopped,Topright.started,Topright.stopped,Bottomleft.started,Bottomleft.stopped,Bottomright.started,Bottomright.stopped,Fixation_cross.started,Fixation_cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
136.51284529999248,None,136.51284529999248,None,136.51284529999248,None,136.51284529999248,None,135.5155576999823,136.51972999999998,,,,,,,
