Topleft.started,Topleft.stopped,Topright.started,Topright.stopped,Bottomleft.started,Bottomleft.stopped,Bottomright.started,Bottomright.stopped,Fixation_cross.started,Fixation_cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
15.758595699997386,None,15.758595699997386,None,15.758595699997386,None,15.758595699997386,None,14.760117500001797,15.765447799989488,,,,,,,
