image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,Fixation_cross.started,Fixation_cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14.973951299994951,13.980973199999426,14.973951299994951,13.980973199999426,14.973951299994951,13.980973199999426,14.973951299994951,13.980973199999426,13.980973199999426,14.980985700007295,,,,,,,
