trial,image1,image2,image3,image4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,Cross.started,Cross.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,images\Alcohol 5.jpg,images\Alcohol 8.jpg,images\Astronaut 1.jpg,images\Baby 1.jpg,0,0,0,0,10.62489999999525,None,11.66741599998204,12.692205299972557,12.685032500012312,13.690579399990384,13.654557899979409,14.654209500004072,14.654209500004072,15.652982299972791,15.652982299972791,None,,,5,001,2020_Oct_22_2033,new_STLI,2020.2.4,144.0714594513073,
2,images\Baby 2.jpg,images\Baby 3.jpg,images\Baby 4.jpg,images\Baby 5.jpg,0,1,1,1,,,16.64141560002463,17.64018510002643,17.633499899995513,18.63334559998475,18.63334559998475,19.633325000002515,19.633325000002515,20.633392499992624,20.633392499992624,None,,,5,001,2020_Oct_22_2033,new_STLI,2020.2.4,144.0714594513073,
,,,,,,,,,,,,,,,,,,,,,21.606193299987353,None,,,,,,,
