imageone,imagetwo,imagethree,imagefour,frequency,imageTL,imageBL,imageTR,imageBR,correct_answer,stimulus_type,condition_code,block_one.thisRepN,block_one.thisTrialN,block_one.thisN,block_one.thisIndex,text.started,text.stopped,Cross.started,Cross.stopped,Presentation_image_1_f1.started,Presentation_image_1_f1.stopped,Presentation_image_2_f1.started,Presentation_image_2_f1.stopped,Presentation_image_3_f1.started,Presentation_image_3_f1.stopped,Presentation_image_4_f1.started,Presentation_image_4_f1.stopped,Cross_2.started,Cross_2.stopped,Presentation_image_f2_1.started,Presentation_image_f2_1.stopped,Presentation_image_f2_2.started,Presentation_image_f2_2.stopped,Presentation_image_2_f2_1.started,Presentation_image_2_f2_1.stopped,Presentatio_image_2_f2_2.started,Presentatio_image_2_f2_2.stopped,Presentation_image_3_f2_1.started,Presentation_image_3_f2_1.stopped,Presentation_image_3_f2_2.started,Presentation_image_3_f2_2.stopped,Presentation_image_4_f2_1.started,Presentation_image_4_f2_1.stopped,Presentation_image_4_f2_2.started,Presentation_image_4_f2_2.stopped,Fixation_cross.started,Fixation_cross.stopped,Topleft.started,Topleft.stopped,Topright.started,Topright.stopped,Bottomleft.started,Bottomleft.stopped,Bottomright.started,Bottomright.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
LZ_scrambled\LZ_scrambled_168.jpg,LZ_scrambled\LZ_scrambled_126.jpg,LZ_scrambled\LZ_scrambled_115.jpg,LZ_scrambled\LZ_scrambled_143.jpg,4,LZ_scrambled\LZ_scrambled_168.jpg,LZ_scrambled\LZ_scrambled_15.jpg,LZ_scrambled\LZ_scrambled_218.jpg,LZ_scrambled\LZ_scrambled_2.jpg,    a,2,24,0,0,0,0,10.461713000084274,None,11.586628600023687,12.605471200076863,12.600190700031817,13.600206800037995,13.58110900002066,14.589228400029242,14.583873299998231,15.586308300029486,15.581235700054094,None,16.597924900008366,17.600501500070095,17.594360499992035,18.04444990004413,18.0941650000168,18.544482100056484,18.594141600071453,19.044521300005727,19.094048300059512,19.544395700097084,19.594162599998526,20.044512500055134,20.0940517000854,20.5445183000993,20.594006200088188,21.044345100061037,21.093979199999012,None,21.441432900028303,22.45552449999377,22.444704600027762,None,22.444704600027762,None,22.444704600027762,None,22.444704600027762,None,a,0,0.5588541999459267,1.0143496599048376,None,77,001,2020_Nov_23_2003,new_STLI,2020.2.4,144.2541411224826,
LZ_scrambled\LZ_scrambled_223.jpg,LZ_scrambled\LZ_scrambled_166.jpg,LZ_scrambled\LZ_scrambled_129.jpg,LZ_scrambled\LZ_scrambled_149.jpg,4,LZ_scrambled\LZ_scrambled_214.jpg,LZ_scrambled\LZ_scrambled_166.jpg,LZ_scrambled\LZ_scrambled_80.jpg,LZ_scrambled\LZ_scrambled_188.jpg,    z,2,24,0,1,1,1,,,23.067094000056386,24.07289200008381,24.059144300059415,25.058832300012,25.058832300012,26.058856500079855,26.058856500079855,27.059259100002237,27.059259100002237,None,28.13129590009339,29.135496300063096,29.121727899997495,29.5719870000612,29.621871300041676,30.072306800051592,30.121771500096656,30.5723166000098,30.621999300085008,31.072522700065747,31.1218349999981,31.57234579999931,31.621930200024508,32.0722967000911,32.1217217000667,32.57203560008202,32.62174380000215,None,33.046414100099355,34.05432940006722,34.04291070008185,None,34.04291070008185,None,34.04291070008185,None,34.04291070008185,None,z,0,1.2881122999824584,1.0059141198871657,None,77,001,2020_Nov_23_2003,new_STLI,2020.2.4,144.2541411224826,
