imageone,imagetwo,imagethree,imagefour,frequency,imageTL,imageBL,imageTR,imageBR,correct_answer,stimulus_type,condition_code,block_one.thisRepN,block_one.thisTrialN,block_one.thisN,block_one.thisIndex,text.started,text.stopped,Cross.started,Cross.stopped,Presentation_image_1.started,Presentation_image_1.stopped,Presentation_image_2.started,Presentation_image_2.stopped,Presentation_image_3.started,Presentation_image_3.stopped,Presentation_image_4.started,Presentation_image_4.stopped,Topleft.started,Topleft.stopped,Topright.started,Topright.stopped,Bottomleft.started,Bottomleft.stopped,Bottomright.started,Bottomright.stopped,Fixation_cross.started,Fixation_cross.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
LZ_scrambled\LZ_scrambled_168.jpg,LZ_scrambled\LZ_scrambled_126.jpg,LZ_scrambled\LZ_scrambled_115.jpg,LZ_scrambled\LZ_scrambled_143.jpg,4,LZ_scrambled\LZ_scrambled_168.jpg,LZ_scrambled\LZ_scrambled_15.jpg,LZ_scrambled\LZ_scrambled_218.jpg,LZ_scrambled\LZ_scrambled_2.jpg,    a,2,24,0,0,0,0,15.720305199967697,None,16.92999840003904,17.96738769998774,17.96258409996517,18.96305470005609,18.922617099946365,19.92809619999025,19.92216700001154,20.921951600001194,20.921951600001194,None,22.782783600036055,26.78098190005403,22.782783600036055,26.78098190005403,22.782783600036055,26.78098190005403,22.782783600036055,26.78098190005403,21.779988400056027,22.792499199975282,k,0,5.775747700012289,1.0136096599744633,None,7,001,2020_Nov_23_1815,new_STLI,2020.2.4,143.52865187383063,
