Topleft.started,Topleft.stopped,Topright.started,Topright.stopped,Bottomleft.started,Bottomleft.stopped,Bottomright.started,Bottomright.stopped,Fixation_cross.started,Fixation_cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
16.329135999985738,None,16.329135999985738,None,16.329135999985738,None,16.329135999985738,None,15.33703520000563,16.335957100003725,,,,,,,
