trial,image1,image2,image3,image4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,Cross.started,Cross.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,Topleft.started,Topleft.stopped,Topright.started,Topright.stopped,Bottomleft.started,Bottomleft.stopped,Bottomright.started,Bottomright.stopped,Fixation_cross.started,Fixation_cross.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,images\Alcohol 5.jpg,images\Alcohol 8.jpg,images\Astronaut 1.jpg,images\Baby 1.jpg,0,0,0,0,10.337737599998945,None,11.501535600007628,12.55430720000004,12.54910450000898,13.554275100002997,13.498913999996148,14.498608100009733,14.498608100009733,15.498626400003559,15.498626400003559,None,17.32788330000767,21.32959490000212,17.32788330000767,21.32959490000212,17.32788330000767,21.32959490000212,17.32788330000767,21.32959490000212,16.33322899999621,17.337443399999756,a,8.973267100009252,17.32788330000767,None,,,,001,2020_Nov_12_1954,new_STLI,2020.2.4,143.2685281933315,
2,images\Baby 2.jpg,images\Baby 3.jpg,images\Baby 4.jpg,images\Baby 5.jpg,0,1,1,1,,,26.372216800009483,27.373509900004137,27.36687019999954,28.36667090000992,28.36667090000992,29.366656900005182,29.366656900005182,30.366688399997656,30.366688399997656,None,32.32679249999637,36.32943680000608,32.32679249999637,36.32943680000608,32.32679249999637,36.32943680000608,32.32679249999637,36.32943680000608,31.32997449999675,32.338871600004495,z,10.221769499999937,32.32679249999637,None,,,,001,2020_Nov_12_1954,new_STLI,2020.2.4,143.2685281933315,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.56458190000558,None,,,,,,,
