Topleft.started,Topleft.stopped,Topright.started,Topright.stopped,Bottomleft.started,Bottomleft.stopped,Bottomright.started,Bottomright.stopped,Fixation_cross.started,Fixation_cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
16.21725049999077,None,16.21725049999077,None,16.21725049999077,None,16.21725049999077,None,15.219665399985388,16.22404810000444,,,,,,,
