Cross.started,Cross.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.896965500025544,8.89555770001607,8.889621599984821,9.892083899991121,9.872598999994807,10.87638249999145,10.870656599989161,11.875880600011442,11.870565399993211,None,,,,,,,
